index_number,game_name,platform,console,release_year,rating,genre,publisher,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
12075,Classic Action: Devilish,DS,DS,2005,T,Misc,505 Games,Starfish,0.06,0,0,0,0.07,40,6,\N,\N
12081,Dino Master: Dig Discover Duel,DS,DS,2005,,Strategy,Majesco Entertainment,,0.06,0,0,0,0.07,\N,\N,\N,\N
12094,Moshi Monsters: Katsuma Unleashed,3DS,3DS,2013,E,Action,Activision,Black Lantern Studios,0.03,0.04,0,0,0.07,\N,\N,\N,\N
12094,Moshi Monsters: Katsuma Unleashed,3DS,3DS,2013,E,Action,Activision,Black Lantern Studios,0.03,0.04,0,0,0.07,\N,\N,\N,\N
12095,Firefighter F.D.18,PS2,PS2,2004,,Action,Konami Digital Entertainment,,0.03,0.03,0,0.01,0.07,\N,\N,\N,\N
12115,Dragoneer's Aria,PSP,PSP,2007,E10+,Role-Playing,Tecmo Koei,Hit Maker,0.02,0,0.05,0,0.07,56,30,6,7
12123,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,DS,2008,,Role-Playing,Takara Tomy,,0,0,0.07,0,0.07,\N,\N,\N,\N
12125,Mario Tennis,Wii,Wii,2010,E,Sports,Nintendo,Camelot Software Planning,0,0.06,0,0.01,0.07,\N,\N,\N,\N
12135,Resident Evil 6,PS4,PS4,2016,M,Shooter,Capcom,Capcom,,,,,,,,,
12135,Resident Evil 6,PS4,PS4,2016,M,Shooter,Capcom,Capcom,0.05,0,0,0.01,0.07,63,12,6.3,34
12135,Resident Evil 6,PS4,PS4,2016,M,Shooter,Capcom,Capcom,0.05,0,0,0.01,0.07,60,19,6.7,94
12150,FIFA Soccer 06,GBA,GBA,2005,,Sports,Electronic Arts,,0.05,0.02,0,0,0.07,\N,\N,\N,\N
12150,FIFA Soccer 06,GBA,GBA,2005,E,Sports,Electronic Arts,Electronic Arts,0.05,0.02,0,0,0.07,\N,\N,\N,\N
12150,FIFA Soccer 06,GBA,GBA,2005,E,Sports,Electronic Arts,EA Sports,0.05,0.02,0,0,0.07,77,17,7.7,20
12160,Heroes Phantasia,PSP,PSP,2012,,Role-Playing,Namco Bandai Games,,0,0,0.07,0,0.07,\N,\N,\N,\N
12167,World Racing,XB,XB,2003,E,Racing,TDK Mediactive,Synetic,0.05,0.01,0,0,0.07,56,14,8.1,8
12173,Dreamer Series: Pop Star,DS,DS,2009,E,Misc,Tivola,Dreamcatcher,0.04,0.02,0,0.01,0.07,\N,\N,\N,\N
12182,The Final Round,PS,PS,1996,,Sports,Konami Digital Entertainment,,0.04,0.03,0,0,0.07,\N,\N,\N,\N
12194,Sly 2: Band of Thieves,PS3,PS3,2010,E,Platform,Sony Computer Entertainment,Sanzaru Games,0,0.05,0,0.02,0.07,\N,\N,7.4,23
12199,Fairy Fencer F: Advent Dark Force,PS4,PS4,2015,T,Role-Playing,Idea Factory International,Compile Heart,0.02,0,0.05,0,0.07,71,21,6.2,34
12200,Cabela's Big Game Hunter 2005 Adventures,GC,GC,2004,,Sports,Activision,,0.05,0.01,0,0,0.07,\N,\N,\N,\N
12200,Cabela's Big Game Hunter 2005 Adventures,GC,GC,2004,T,Sports,Activision,MagicWand,0.05,0.01,0,0,0.07,\N,\N,8.8,9
12200,Cabela's Big Game Hunter 2005 Adventures,GC,GC,2004,T,Sports,Activision,FUN Labs,0.05,0.01,0,0,0.07,65,5,8.3,6
12200,Cabela's Big Game Hunter 2005 Adventures,GC,GC,2004,T,Sports,Activision,Sand Grain Studios,0.05,0.01,0,0,0.07,55,4,8.4,16
12201,Worms 3D,GC,GC,2003,T,Strategy,Sega,Team 17,0.05,0.01,0,0,0.07,69,20,8.4,10
12201,Worms 3D,GC,GC,2003,T,Strategy,Sega,Team 17,0.05,0.01,0,0,0.07,69,23,7.6,19
12201,Worms 3D,GC,GC,2003,T,Strategy,Sega,Team 17,0.05,0.01,0,0,0.07,70,31,7.8,22
12203,Monster Tale,DS,DS,2011,E,Platform,Majesco Entertainment,DreamRift,0.06,0,0,0,0.07,79,15,8,15
12207,The Guided Fate Paradox,PS3,PS3,2013,T,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,0,0,0.06,0,0.07,74,27,7.8,66
12210,Cold Stone Creamery: Scoop It Up,Wii,Wii,2009,E,Misc,Zoo Games,Zoo Games,0.06,0,0,0,0.07,\N,\N,\N,\N
12215,Fallout: Brotherhood of Steel,PS2,PS2,2004,M,Role-Playing,Avalon Interactive,Interplay,0.03,0.03,0,0.01,0.07,66,33,5.5,23
12215,Fallout: Brotherhood of Steel,PS2,PS2,2004,M,Role-Playing,Avalon Interactive,Interplay,0.03,0.03,0,0.01,0.07,64,31,4.1,51
12218,One Piece: Unlimited World Red,WiiU,WiiU,2014,T,Action,Namco Bandai Games,Ganbarion,0,0.04,0.02,0,0.07,66,11,7.8,43
12218,One Piece: Unlimited World Red,WiiU,WiiU,2014,T,Action,Namco Bandai Games,Ganbarion,0,0.04,0.02,0,0.07,67,4,7.8,25
12218,One Piece: Unlimited World Red,WiiU,WiiU,2014,T,Action,Namco Bandai Games,Ganbarion,0,0.04,0.02,0,0.07,71,28,7.3,46
12218,One Piece: Unlimited World Red,WiiU,WiiU,2014,T,Action,Namco Bandai Games,Ganbarion,0,0.04,0.02,0,0.07,75,5,7.6,26
12224,C: The Contra Adventure,PS,PS,1998,,Shooter,Konami Digital Entertainment,,0.04,0.02,0,0,0.07,\N,\N,\N,\N
12279,Miami Vice: The Game,PSP,PSP,2006,M,Shooter,Activision,Rebellion,0.06,0,0,0,0.06,63,36,7,12
12286,My Pet Chimp,DS,DS,2010,E,Simulation,505 Games,505 Games,0.06,0,0,0,0.06,\N,\N,\N,\N
12304,Monster Madness: Grave Danger,PS3,PS3,2008,T,Shooter,SouthPeak Games,Psyonix,0.05,0.01,0,0.01,0.06,55,25,\N,\N
12308,Rugby 15,PSV,PSV,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0.01,0.06,\N,\N,\N,\N
12308,Rugby 15,PSV,PSV,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0.01,0.06,\N,\N,\N,\N
12308,Rugby 15,PSV,PSV,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0.01,0.06,20,4,3.1,30
12308,Rugby 15,PSV,PSV,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0.01,0.06,\N,\N,\N,\N
12308,Rugby 15,PSV,PSV,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0.01,0.06,19,5,3.4,65
12309,Kururin Paradise,GBA,GBA,2002,,Puzzle,Unknown,,0,0,0.06,0,0.06,\N,\N,\N,\N
12314,Another Code R: A Journey into Lost Memories,Wii,Wii,2009,,Adventure,Nintendo,Cing,0,0.03,0.03,0,0.06,66,27,\N,\N
12326,GunGriffon II,SAT,SAT,1998,,Simulation,ESP,,0,0,0.06,0,0.06,\N,\N,\N,\N
12354,Deathrow: Underground Team Combat,XB,XB,2002,,Sports,Ubisoft,,0.05,0.01,0,0,0.06,\N,\N,\N,\N
12358,Kuukan * Zukei: Hirameki Training - KuuTore,DS,DS,2008,,Misc,Benesse,,0,0,0.06,0,0.06,\N,\N,\N,\N
12362,Age of Empires Online,PC,PC,2011,E10+,Strategy,Microsoft Game Studios,Gas Powered Games,0.01,0.04,0,0.01,0.06,70,44,5.6,186
12393,There,PS,PS,2002,,Simulation,Infogrames,,0.03,0.02,0,0,0.06,\N,\N,\N,\N
12396,Tokimeki no Houkago,PS,PS,1998,,Misc,Konami Digital Entertainment,,0,0,0.06,0,0.06,\N,\N,\N,\N
12397,Championship Surfer,PS,PS,2000,E,Sports,Mattel Interactive,Krome Studios,0.03,0.02,0,0,0.06,57,5,\N,\N
12410,Call of Duty 2,PC,PC,2005,T,Shooter,Activision,Infinity Ward,0,0.05,0,0.01,0.06,86,64,8.4,626
12419,Alone in the Dark,PS2,PS2,2008,M,Adventure,Atari,Eden Studios,0.03,0.02,0,0.01,0.06,55,19,5.7,148
12419,Alone in the Dark,PS2,PS2,2008,M,Adventure,Atari,Hydravision,0.03,0.02,0,0.01,0.06,47,10,5.4,24
12419,Alone in the Dark,PS2,PS2,2008,M,Adventure,Atari,Hydravision,0.03,0.02,0,0.01,0.06,39,10,4.4,34
12419,Alone in the Dark,PS2,PS2,2008,M,Adventure,Atari,Eden Studios,0.03,0.02,0,0.01,0.06,58,53,5.7,162
12431,Kikou Heidan J-Phoenix,PS2,PS2,2001,,Action,Takara,,0,0,0.06,0,0.06,\N,\N,\N,\N
12432,Backyard NFL Football '10,PS2,PS2,2009,,Sports,Atari,,0.03,0.02,0,0.01,0.06,\N,\N,\N,\N
12432,Backyard NFL Football '10,PS2,PS2,2009,,Sports,Atari,,0.03,0.02,0,0.01,0.06,\N,\N,\N,\N
12432,Backyard NFL Football '10,PS2,PS2,2009,,Sports,Atari,,0.03,0.02,0,0.01,0.06,\N,\N,\N,\N
12440,Akai Katana Shin,X360,X360,2011,,Shooter,Cave,,0.04,0,0.01,0,0.06,\N,\N,\N,\N
12453,Shining Force Feather,DS,DS,2009,,Strategy,Sega,,0,0,0.06,0,0.06,\N,\N,\N,\N
12466,Kurupoto Cool Cool Stars,DS,DS,2007,E,Action,Starfish,Starfish SD,0.06,0,0,0,0.06,\N,\N,\N,\N
12499,ICO,PS3,PS3,2011,T,Action,Sony Computer Entertainment,Bluepoint Games,0,0,0.06,0,0.06,\N,\N,7.4,27
12499,ICO,PS3,PS3,2011,T,Action,Sony Computer Entertainment,SCE Japan Studio,0,0,0.06,0,0.06,90,59,8.8,328
12514,Mike Piazza's Strike Zone,N64,N64,1998,,Sports,GT Interactive,,0.05,0.01,0,0,0.06,\N,\N,\N,\N
12525,Destiny: The Collection,PS4,PS4,2016,T,Shooter,Activision,Bungie,0.01,0.04,0,0.01,0.06,\N,\N,\N,\N
12525,Destiny: The Collection,PS4,PS4,2016,T,Shooter,Activision,Bungie,0.01,0.04,0,0.01,0.06,\N,\N,8.1,9
12526,Gun Showdown,PSP,PSP,2006,M,Action,Activision,Rebellion,,,,,,,,,
12536,Ivy the Kiwi?,Wii,Wii,2010,E,Puzzle,Rising Star Games,Prope,0.04,0.02,0,0,0.06,69,20,6.3,4
12536,Ivy the Kiwi?,Wii,Wii,2010,E,Puzzle,Rising Star Games,Prope,0.04,0.02,0,0,0.06,74,30,7.2,12
12539,Xiaolin Showdown,PSP,PSP,2006,E,Action,Konami Digital Entertainment,Razorback Developments,0.05,0,0,0,0.06,58,7,\N,\N
12539,Xiaolin Showdown,PSP,PSP,2006,E10+,Action,Konami Digital Entertainment,BottleRocket Entertainment,0.05,0,0,0,0.06,59,4,\N,\N
12546,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,PS2,2004,T,Shooter,Namco Bandai Games,Capcom,0.03,0.02,0,0.01,0.06,57,16,8.6,11
12551,Impossible Mission,PSP,PSP,2007,,Platform,System 3 Arcade Software,,0,0.04,0,0.02,0.06,\N,\N,\N,\N
12551,Impossible Mission,PSP,PSP,2007,E,Platform,System 3 Arcade Software,System 3,0,0.04,0,0.02,0.06,61,8,4.8,6
12555,Rooms: The Main Building,Wii,Wii,2010,E,Adventure,Hudson Soft,Hudson Entertainment,0.06,0,0,0,0.06,60,8,\N,\N
12555,Rooms: The Main Building,Wii,Wii,2010,E,Adventure,Hudson Soft,HandMade Game,0.06,0,0,0,0.06,56,23,\N,\N
12560,Carol Vorderman's Sudoku,PSP,PSP,2006,E,Puzzle,Xplosiv,Empire Interactive,0.05,0,0,0.01,0.06,72,18,\N,\N
12560,Carol Vorderman's Sudoku,PSP,PSP,2006,E,Puzzle,Xplosiv,Atomic Planet Entertainment,0.05,0,0,0.01,0.06,75,4,\N,\N
12564,Disney Planes Fire & Rescue,Wii,Wii,2014,,Action,Disney Interactive Studios,,0,0.05,0,0,0.06,\N,\N,\N,\N
12564,Disney Planes Fire & Rescue,Wii,Wii,2014,,Action,Disney Interactive Studios,,0,0.05,0,0,0.06,\N,\N,\N,\N
12564,Disney Planes Fire & Rescue,Wii,Wii,2014,,Action,Disney Interactive Studios,,0,0.05,0,0,0.06,\N,\N,\N,\N
12571,Exhibition Volume 5,XB,XB,2004,,Misc,Microsoft Game Studios,,0.04,0.01,0,0,0.06,\N,\N,\N,\N
12572,Record of Lodoss War: Eiyuu Sensou,SCD,SCD,1994,,Role-Playing,Sega,,0,0,0.06,0,0.06,\N,\N,\N,\N
12574,LEGO Batman: The Videogame,PC,PC,2008,E10+,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.02,0.03,0,0.01,0.06,80,15,7.8,61
12575,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,PSV,2015,,Role-Playing,Tecmo Koei,,0,0,0.06,0,0.06,\N,\N,\N,\N
12575,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,PSV,2015,T,Role-Playing,Tecmo Koei,Gust,0,0,0.06,0,0.06,\N,\N,8,14
12575,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,PSV,2015,,Role-Playing,Tecmo Koei,Gust,0,0,0.06,0,0.06,75,32,8.1,47
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,DS,2005,E10+,Action,Konami Digital Entertainment,Konami,0.05,0,0,0,0.06,56,13,\N,\N
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,DS,2005,E,Action,Konami Digital Entertainment,Konami,0.05,0,0,0,0.06,58,10,7,5
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,DS,2005,E10+,Action,Konami Digital Entertainment,Konami,0.05,0,0,0,0.06,57,10,\N,\N
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,DS,2005,E10+,Action,Konami Digital Entertainment,KCE Studios,0.05,0,0,0,0.06,53,20,7,10
12586,SingStar Mallorca Party,PS3,PS3,2009,,Misc,Sony Computer Entertainment,,0,0.04,0,0.02,0.06,\N,\N,\N,\N
12606,Worms 3D,XB,XB,2003,T,Strategy,Sega,Team 17,0.04,0.01,0,0,0.06,69,20,8.4,10
12606,Worms 3D,XB,XB,2003,T,Strategy,Sega,Team 17,0.04,0.01,0,0,0.06,69,23,7.6,19
12606,Worms 3D,XB,XB,2003,T,Strategy,Sega,Team 17,0.04,0.01,0,0,0.06,70,31,7.8,22
12620,Archer Maclean Presents: Pool Paradise,PS2,PS2,2004,,Sports,Ignition Entertainment,,0.03,0.02,0,0.01,0.06,\N,\N,\N,\N
12620,Archer Maclean Presents: Pool Paradise,PS2,PS2,2004,,Sports,Ignition Entertainment,,0.03,0.02,0,0.01,0.06,\N,\N,\N,\N
12625,Backyard Skateboarding 2006,GBA,GBA,2004,,Sports,Atari,,0.04,0.02,0,0,0.06,\N,\N,\N,\N
12635,Killing Zone,PS,PS,1996,,Fighting,Acclaim Entertainment,,0.03,0.02,0,0,0.06,\N,\N,\N,\N
12645,Jewel Master: Cradle of Persia,DS,DS,2012,E,Puzzle,Rising Star Games,Rising Star Games,0,0.05,0,0.01,0.06,\N,\N,\N,\N
12649,Tiger Woods PGA Tour 08,DS,DS,2007,E,Sports,Electronic Arts,Exient Entertainment,0.05,0,0,0,0.06,81,10,7.6,8
12649,Tiger Woods PGA Tour 08,DS,DS,2007,E,Sports,Electronic Arts,EA Salt Lake,0.05,0,0,0,0.06,72,8,\N,\N
12649,Tiger Woods PGA Tour 08,DS,DS,2007,E,Sports,Electronic Arts,EA Salt Lake,0.05,0,0,0,0.06,65,10,\N,\N
12649,Tiger Woods PGA Tour 08,DS,DS,2007,E,Sports,Electronic Arts,EA Salt Lake,0.05,0,0,0,0.06,80,45,7.8,26
12658,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,DS,2010,,Role-Playing,Marvelous Interactive,,0,0,0.06,0,0.06,\N,\N,\N,\N
12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,DS,2008,,Role-Playing,Square Enix,,0,0,0.06,0,0.06,\N,\N,\N,\N
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,PS2,2006,T,Shooter,Ubisoft,Ubisoft Shanghai,0.03,0.02,0,0.01,0.06,44,8,4.6,41
12678,Real Soccer 2009,DS,DS,2008,E,Sports,Ubisoft,Ubisoft,0.05,0,0,0,0.06,70,7,\N,\N
12684,Vampire Rain: Altered Species,PS3,PS3,2008,M,Action,Ignition Entertainment,Artoon,0.05,0,0,0,0.06,30,15,3.5,36
12691,Romance of the Three Kingdoms 13,PS4,PS4,2015,,Action,Tecmo Koei,,0.01,0,0.05,0,0.06,\N,\N,\N,\N
12691,Romance of the Three Kingdoms 13,PS4,PS4,2015,,Action,Tecmo Koei,,0.01,0,0.05,0,0.06,\N,\N,\N,\N
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,SNES,1992,,Fighting,Konami Digital Entertainment,,0,0,0.06,0,0.06,\N,\N,\N,\N
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,SNES,1992,,Fighting,Konami Digital Entertainment,,0,0,0.06,0,0.06,\N,\N,\N,\N
12738,Samurai Warriors 4: Empires,PS3,PS3,2015,T,Action,Tecmo Koei,Omega Force,0,0,0.06,0,0.06,\N,\N,\N,\N
12738,Samurai Warriors 4: Empires,PS3,PS3,2015,T,Action,Tecmo Koei,Omega Force,0,0,0.06,0,0.06,\N,\N,\N,\N
12738,Samurai Warriors 4: Empires,PS3,PS3,2015,T,Action,Tecmo Koei,Omega Force,0,0,0.06,0,0.06,71,29,6.5,15
12740,FIFA Soccer 06,DS,DS,2005,,Sports,Electronic Arts,,0.05,0,0,0,0.06,\N,\N,\N,\N
12740,FIFA Soccer 06,DS,DS,2005,E,Sports,Electronic Arts,Electronic Arts,0.05,0,0,0,0.06,\N,\N,\N,\N
12740,FIFA Soccer 06,DS,DS,2005,E,Sports,Electronic Arts,EA Sports,0.05,0,0,0,0.06,77,17,7.7,20
12759,Kid Fit Island Resort,Wii,Wii,2010,E,Sports,Avanquest,Red Wagon Games,0.05,0,0,0,0.06,\N,\N,\N,\N
12767,The Lost Chronicles of Zerzura,PC,PC,2012,,Adventure,DTP Entertainment,Cranberry Production,0,0.05,0,0.01,0.06,76,9,6.7,15
12787,Ken to Mahou to Gakuen Mono. 3D,3DS,3DS,2011,,Role-Playing,Acquire,,0,0,0.06,0,0.06,\N,\N,\N,\N
12789,The King of Fighters '96,NG,NG,1996,,Fighting,SNK,,0,0,0.06,0,0.06,\N,\N,\N,\N
12789,The King of Fighters '96,NG,NG,1996,,Fighting,SNK,,0,0,0.06,0,0.06,\N,\N,\N,\N
12789,The King of Fighters '96,NG,NG,1996,,Fighting,SNK,,0,0,0.06,0,0.06,\N,\N,\N,\N
12798,Elemental Gearbolt,PS,PS,1997,T,Shooter,Sony Computer Entertainment,Alfa System,0.03,0.02,0,0,0.06,76,11,\N,\N
12803,Cabela's Big Game Hunter 2005 Adventures,GBA,GBA,2004,,Sports,Activision,,0.04,0.01,0,0,0.06,\N,\N,\N,\N
12803,Cabela's Big Game Hunter 2005 Adventures,GBA,GBA,2004,T,Sports,Activision,MagicWand,0.04,0.01,0,0,0.06,\N,\N,8.8,9
12803,Cabela's Big Game Hunter 2005 Adventures,GBA,GBA,2004,T,Sports,Activision,FUN Labs,0.04,0.01,0,0,0.06,65,5,8.3,6
12803,Cabela's Big Game Hunter 2005 Adventures,GBA,GBA,2004,T,Sports,Activision,Sand Grain Studios,0.04,0.01,0,0,0.06,55,4,8.4,16
12836,Rebelstar: Tactical Command,GBA,GBA,2005,E10+,Strategy,Atari,Codo Games,0.04,0.01,0,0,0.05,78,29,9.1,10
12839,Gladiator: Sword of Vengeance,XB,XB,2003,M,Action,Acclaim Entertainment,Acclaim Studios Manchester,0.04,0.01,0,0,0.05,65,25,7.1,7
12839,Gladiator: Sword of Vengeance,XB,XB,2003,M,Action,Acclaim Entertainment,Acclaim Studios Manchester,0.04,0.01,0,0,0.05,65,19,5.8,8
12844,Xiaolin Showdown,DS,DS,2006,E,Action,Konami Digital Entertainment,Razorback Developments,0.05,0,0,0,0.05,58,7,\N,\N
12844,Xiaolin Showdown,DS,DS,2006,E10+,Action,Konami Digital Entertainment,BottleRocket Entertainment,0.05,0,0,0,0.05,59,4,\N,\N
12847,Lernerfolg Vorschule: Capt'n Sharky,DS,DS,2009,,Misc,Tivola,,0,0.05,0,0.01,0.05,\N,\N,\N,\N
12852,Samurai Warriors 4: Empires,PSV,PSV,2015,T,Action,Tecmo Koei,Omega Force,0,0,0.05,0,0.05,\N,\N,\N,\N
12852,Samurai Warriors 4: Empires,PSV,PSV,2015,T,Action,Tecmo Koei,Omega Force,0,0,0.05,0,0.05,\N,\N,\N,\N
12852,Samurai Warriors 4: Empires,PSV,PSV,2015,T,Action,Tecmo Koei,Omega Force,0,0,0.05,0,0.05,71,29,6.5,15
12865,Marc Ecko's Getting Up: Contents Under Pressure,PS2,PS2,2006,M,Action,Atari,Double Helix Games,0.03,0.02,0,0.01,0.05,69,39,7.2,31
12866,Learn Science,DS,DS,2010,E,Misc,DreamCatcher Interactive,Dreamcatcher,0.05,0,0,0,0.05,\N,\N,\N,\N
12888,Rez,PS2,PS2,2001,E,Shooter,Sony Computer Entertainment,UGA,0.03,0.02,0,0.01,0.05,78,34,8.3,28
12890,MLB SlugFest 2006,XB,XB,2006,E10+,Sports,Midway Games,Blue Shift,0.04,0.01,0,0,0.05,59,15,\N,\N
12890,MLB SlugFest 2006,XB,XB,2006,E10+,Sports,Midway Games,Blue Shift,0.04,0.01,0,0,0.05,56,11,7.5,10
12892,Jake Power: Policeman,DS,DS,2008,E,Adventure,Ubisoft,Ubisoft,0.05,0,0,0,0.05,\N,\N,\N,\N
12900,Samantha Swift and the Hidden Roses of Athena,DS,DS,2010,E,Adventure,Unknown,Navarre Corp,0.04,0.01,0,0,0.05,\N,\N,\N,\N
12903,Tom Clancy's HAWX 2,PC,PC,2010,T,Action,Ubisoft,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47
12903,Tom Clancy's HAWX 2,PC,PC,2010,T,Action,Ubisoft,Ubisoft,0,0.04,0,0.01,0.05,47,11,\N,\N
12903,Tom Clancy's HAWX 2,PC,PC,2010,T,Action,Ubisoft,Ubisoft,0,0.04,0,0.01,0.05,68,57,6.3,29
12903,Tom Clancy's HAWX 2,PC,PC,2010,T,Action,Ubisoft,Ubisoft,0,0.04,0,0.01,0.05,70,30,6.8,19
12909,Puyo Puyo 7,Wii,Wii,2009,,Puzzle,Sega,,0,0,0.05,0,0.05,\N,\N,\N,\N
12909,Puyo Puyo 7,Wii,Wii,2009,,Puzzle,Sega,,0,0,0.05,0,0.05,\N,\N,\N,\N
12909,Puyo Puyo 7,Wii,Wii,2009,,Puzzle,Sega,,0,0,0.05,0,0.05,\N,\N,\N,\N
12912,Rugby 15,X360,X360,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0,0.05,\N,\N,\N,\N
12912,Rugby 15,X360,X360,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0,0.05,\N,\N,\N,\N
12912,Rugby 15,X360,X360,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0,0.05,20,4,3.1,30
12912,Rugby 15,X360,X360,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0,0.05,\N,\N,\N,\N
12912,Rugby 15,X360,X360,2015,E,Sports,Bigben Interactive,HB Studios Multimedia,0,0.05,0,0,0.05,19,5,3.4,65
12926,TrackMania Turbo: Build to Race,DS,DS,2010,,Racing,Ubisoft,,0.03,0.02,0,0.01,0.05,\N,\N,\N,\N
12928,Domino Rally,Wii,Wii,2007,E,Action,Nordcurrent,RED Entertainment,0.05,0,0,0,0.05,57,4,\N,\N
12939,Judge Dredd,PS,PS,1997,,Platform,Gremlin Interactive Ltd,,0.03,0.02,0,0,0.05,\N,\N,\N,\N
12941,Minna no Ennichi,3DS,3DS,2012,,Action,Namco Bandai Games,,0,0,0.05,0,0.05,\N,\N,\N,\N
12942,Winning Post 8,PS3,PS3,2014,\N,Racing,Tecmo Koei,\N,0,0,0.05,0,0.05,\N,\N,\N,\N
12944,DoDonPachi Resurrection,X360,X360,2010,,Shooter,Rising Star Games,Cave,0,0.05,0,0.01,0.05,77,10,8.6,16
12948,Hunted: The Demon's Forge,PC,PC,2011,M,Action,Bethesda Softworks,InXile Entertainment,0.03,0.01,0,0.01,0.05,61,21,6.6,127
12948,Hunted: The Demon's Forge,PC,PC,2011,M,Action,Bethesda Softworks,InXile Entertainment,0.03,0.01,0,0.01,0.05,61,59,6,116
12948,Hunted: The Demon's Forge,PC,PC,2011,M,Action,Bethesda Softworks,InXile Entertainment,0.03,0.01,0,0.01,0.05,57,34,6.2,70
12951,Persona 2: Eternal Punishment,PSP,PSP,2012,,Role-Playing,Atlus,,0,0,0.05,0,0.05,\N,\N,\N,\N
12951,Persona 2: Eternal Punishment,PSP,PSP,2012,T,Role-Playing,Atlus,Atlus Co.,0,0,0.05,0,0.05,83,11,8.4,25
12953,Growlanser: Heritage of War (jp sales),PS2,PS2,2006,,Role-Playing,Rising Star Games,,0,0,0.05,0,0.05,\N,\N,\N,\N
12974,Disney's PK: Out of the Shadows,GC,GC,2002,E,Platform,Ubisoft,Ubisoft,0.04,0.01,0,0,0.05,46,10,\N,\N
12974,Disney's PK: Out of the Shadows,GC,GC,2002,E,Platform,Ubisoft,Ubisoft,0.04,0.01,0,0,0.05,49,14,5,4
12978,PQ2: Practical Intelligence Quotient,PSP,PSP,2006,E,Puzzle,D3Publisher,Now Production,0.04,0,0,0,0.05,74,19,7.8,6
12986,Otogi 2: Immortal Warriors,XB,XB,2003,T,Action,Sega,From Software,0.04,0.01,0,0,0.05,79,43,8.3,12
12990,Ivy the Kiwi?,DS,DS,2010,E,Puzzle,Rising Star Games,Prope,0.04,0,0,0,0.05,69,20,6.3,4
12990,Ivy the Kiwi?,DS,DS,2010,E,Puzzle,Rising Star Games,Prope,0.04,0,0,0,0.05,74,30,7.2,12
12991,Fallout: Brotherhood of Steel,XB,XB,2004,M,Role-Playing,Avalon Interactive,Interplay,0.04,0.01,0,0,0.05,66,33,5.5,23
12991,Fallout: Brotherhood of Steel,XB,XB,2004,M,Role-Playing,Avalon Interactive,Interplay,0.04,0.01,0,0,0.05,64,31,4.1,51
12996,Dokapon Journey,DS,DS,2008,E10+,Role-Playing,Sting,Suzak,0.05,0,0,0,0.05,60,16,7,8
13015,Earth Defense Force 4.1: The Shadow of New Despair,PS4,PS4,2015,M,Shooter,Xseed Games,Sandlot,0.02,0.02,0,0.01,0.05,64,40,7.9,51
13046,Street Fighter V,PC,PC,2016,T,Fighting,Capcom,Capcom,0,0.05,0,0,0.05,74,33,2.9,431
13047,Little Busters! Converted Edition,PS2,PS2,2009,,Adventure,Prototype,,0,0,0.05,0,0.05,\N,\N,\N,\N
13047,Little Busters! Converted Edition,PS2,PS2,2009,,Adventure,Prototype,,0,0,0.05,0,0.05,\N,\N,\N,\N
13047,Little Busters! Converted Edition,PS2,PS2,2009,,Adventure,Prototype,,0,0,0.05,0,0.05,\N,\N,\N,\N
13063,Imagine: Artist,DS,DS,2009,E,Misc,Ubisoft,Ubisoft,0.05,0,0,0,0.05,\N,\N,\N,\N
13066,The Idolmaster: Gravure For You! Vol. 2,PS3,PS3,2011,,Misc,Namco Bandai Games,,0,0,0.05,0,0.05,\N,\N,\N,\N
13078,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,DS,2006,,Misc,Nintendo,,0,0,0.05,0,0.05,\N,\N,\N,\N
