Number of blanks,Name,Platform,Console,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
0,Shifters,PS2,PS2,2002,Adventure,3DO,37,12,5.9,8,3DO,T
0,Samantha Swift and the Hidden Roses of Athena,DS,DS,2010,Adventure,Unknown,,,,,Navarre Corp,E
0,RPG Tsukuru DS,DS,DS,2010,Role-Playing,Enterbrain,,,,,,
0,To Heart 2: Dungeon Travelers,PSV,PSV,2015,Adventure,Aqua Plus,,,,,,
0,Bladestorm: Nightmare,XOne,XOne,2015,Action,Tecmo Koei,48,6,7.1,8,Omega Force,T
0,TNA iMPACT: Cross the Line,PSP,PSP,2010,Fighting,SouthPeak Games,50,6,6.5,4,Point of View,T
0,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,DS,2008,Role-Playing,Sega,,,,,,
0,Kamen Rider: Dragon Knight,DS,DS,2009,Fighting,D3Publisher,,,,,Natsume,T
0,The BIGS 2,DS,DS,2009,Sports,Take-Two Interactive,,,,,Blue Castle Games,E
0,Sacred 3,X360,X360,2014,Role-Playing,Deep Silver,51,11,4.1,42,Deep Silver,M
0,Captain America: Super Soldier,DS,DS,,Action,Sega,,,,,,
0,Venetica,PC,PC,2009,Role-Playing,DTP Entertainment,61,17,6.8,51,Deck 13,T
0,Operation Flashpoint: Dragon Rising,PC,PC,2009,Shooter,Codemasters,76,29,4.9,539,Codemasters,M
0,Princess on Ice,DS,DS,2008,Sports,505 Games,,,,,Arc System Works,E
0,Lagoon,SNES,SNES,1991,Role-Playing,Kemco,,,,,,
0,Sesame Street: Cookie's Counting Carnival,PC,PC,2010,Misc,Warner Bros. Interactive Entertainment,,,,,Black Lantern Studios,EC
0,Jewel Legends: Tree of Life,DS,DS,2011,Puzzle,Rising Star Games,,,,,Rising Star Games,E
0,Wasteland 2,XOne,XOne,2015,Role-Playing,Deep Silver,77,13,7.1,56,InXile Entertainment,M
0,DoDonPachi Resurrection,X360,X360,2010,Shooter,Rising Star Games,77,10,8.6,16,Cave,
0,Trick x Logic: Season 1,PSP,PSP,2010,Adventure,Sony Computer Entertainment,,,,,,
0,Mawashite Tsunageru Touch Panic,DS,DS,2006,Puzzle,Nintendo,,,,,,
0,MorphX,X360,X360,2010,Shooter,505 Games,33,4,6.6,15,"Buka Entertainment, Targem Games",M
0,Monster! Bass Fishing,GBA,GBA,2003,Sports,Ignition Entertainment,,,,,,
0,Sigma Star Saga,GBA,GBA,2005,Role-Playing,Atari,68,34,8.2,6,WayForward,E10+
0,Winning Post 7 2010,PSP,PSP,2010,Sports,Tecmo Koei,,,,,,
0,Imagine Animal Doctor Care Center,DS,DS,2010,Simulation,Ubisoft,,,,,Ubisoft,E
0,Air Traffic Chaos,DS,DS,2007,Simulation,Ertain,66,8,,,Sonic Powered,E
0,Batman: Gotham City Racer,PS,PS,2001,Racing,Ubisoft,,,,,,
0,Game of Thrones (Telltale),PS4,PS4,2015,Adventure,Telltale Games,,,,,,
0,Sengoku Basara X,PS2,PS2,2008,Fighting,Capcom,,,,,,
0,Legend of Kay,WiiU,WiiU,2015,Action,Nordic Games,,,,,,
0,Imagine: Party Planner,DS,DS,2009,Simulation,Ubisoft,,,,,Ubisoft Porto Alegre,E
0,Doraemon: Nobita no Kyouryuu 2006 DS,DS,DS,2006,Role-Playing,Sega,,,,,,
0,Ontamarama,DS,DS,2007,Action,Atlus,71,9,,,Noise Factory,E
0,DokiDoki Majo Shinpan!,DS,DS,2007,Adventure,SNK Playmore,,,,,,
0,Starry ? Sky: In Spring,PSP,PSP,2010,Misc,Asgard,,,,,,
0,FIFA Soccer 2004,GBA,GBA,2003,Sports,Electronic Arts,82,4,7.9,9,Exient Entertainment,E
0,Armored Core: Formula Front Extreme Battle,PSP,PSP,2004,Simulation,505 Games,,,,,,
0,Downforce,PS2,PS2,2002,Racing,Avalon Interactive,69,18,,,SmartDog,E
0,Little Busters! Converted Edition,PS2,PS2,2009,Adventure,Prototype,,,,,,
0,Pet Pals: New Leash on Life,DS,DS,2010,Simulation,Destineer,,,,,Legacy Interactive,E
0,Disney's Party,GC,GC,2002,Misc,Electronic Arts,39,6,7.8,5,Neverland,E
0,The Bureau: XCOM Declassified,PC,PC,2013,Shooter,Take-Two Interactive,66,45,6.5,621,2K Marin,M
0,Hysteria Hospital: Emergency Ward,Wii,Wii,2009,Action,Oxygen Interactive,53,10,,,Gameinvest,E
0,Nanostray 2,DS,DS,2008,Shooter,Codemasters,75,23,7.8,8,Shin'en,E
0,Tennis no Oji-Sama: 2005 Crystal Drive,DS,DS,2004,Sports,Konami Digital Entertainment,,,,,,
0,Dokapon Journey,DS,DS,2008,Role-Playing,Sting,60,16,7.0,8,Suzak,E10+
0,Summon Night X: Tears Crown,DS,DS,2009,Role-Playing,Namco Bandai Games,,,,,,
0,Pawly Pets: My Vet Practice,DS,DS,2007,Strategy,Ubisoft,,,,,,
0,Metal Slug Anthology,PSP,PSP,2007,Shooter,Ignition Entertainment,78,26,7.4,25,Terminal Reality,T
0,Back to the Future: The Game,Wii,Wii,2011,Adventure,Telltale Games,66,7,4.1,9,Iron Galaxy Studios,T
0,Taiho Shichauzo!,PS,PS,2001,Adventure,Pioneer LDC,,,,,,
0,Phantom Crash,XB,XB,2002,Simulation,Phantagram,74,23,8.3,14,Genki,T
0,Yanya Caballista: City Skater,PS2,PS2,2001,Sports,Tecmo Koei,58,13,6.3,7,Cave,E
0,Expendable,PS,PS,1999,Action,Infogrames,,,,,,
0,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,DS,2005,Adventure,Activision,,,,,,
0,The Idolmaster: Gravure For You! Vol. 2,PS3,PS3,2011,Misc,Namco Bandai Games,,,,,,
0,Arthur! Ready to Race,PS,PS,2000,Racing,The Learning Company,,,,,,
0,Thunder Force V: Perfect System,PS,PS,1998,Shooter,TechnoSoft,,,,,,
0,The Typing of the Dead,DC,DC,2000,Shooter,Sega,83,12,7.8,12,Smilebit,M
0,Utawarerumono: Futari no Hakuoro,PS4,PS4,2016,Misc,Aqua Plus,,,,,,
0,Sam & Max: Beyond Time and Space,Wii,Wii,2010,Adventure,Atari,,,,,,
0,The Idolm@ster: Dearly Stars,DS,DS,2009,Adventure,Namco Bandai Games,,,,,,
0,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,PSV,2015,Action,Aksys Games,,,,,,
0,Over the Hedge: Hammy Goes Nuts!,PSP,PSP,2006,Platform,Activision,58,7,,,Amaze Entertainment,E
0,R.B.I. Baseball 2016,XOne,XOne,2016,Sports,MLB.com,,,,,,
0,Bakemonogatari Portable,PSP,PSP,2012,Action,Namco Bandai Games,,,,,,
0,Jenga World Tour,Wii,Wii,2007,Misc,Atari,26,14,2.8,11,Atomic Planet Entertainment,E
0,Prism: Light the Way,DS,DS,2007,Puzzle,Eidos Interactive,73,21,,,Game Sauce,E
0,Tenchu: Dark Secret,DS,DS,2006,Action,From Software,37,10,5.1,7,From Software,T
0,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,DS,2006,Misc,Nintendo,,,,,,
0,Shrek Super Party,GC,GC,2003,Misc,TDK Mediactive,40,6,7.3,7,Mass Media,E
0,Monster 4x4: Masters of Metal,GC,GC,2003,Racing,Ubisoft,49,11,,,Ubisoft,E
0,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,PS,1998,Racing,Jaleco,,,,,,
0,Imagine: Artist,DS,DS,2009,Misc,Ubisoft,,,,,Ubisoft,E
0,Top Spin 2,DS,DS,2006,Sports,Take-Two Interactive,51,8,,,Indie Built,E
0,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,DS,2007,Action,Namco Bandai Games,,,,,,
0,NHL Blades of Steel '99,N64,N64,1999,Sports,Konami Digital Entertainment,,,,,,
0,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,3DS,2015,Action,Alchemist,,,,,,
0,Super Heroine Chronicle,PSV,PSV,2014,Role-Playing,Namco Bandai Games,,,,,,
0,Second Sight,GC,GC,2004,Adventure,Codemasters,77,34,8.5,13,Free Radical Design,T
0,Philosoma,PS,PS,1995,Shooter,Sony Computer Entertainment,,,,,,
0,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,SAT,1995,Misc,Sega,,,,,,
0,Puyo Pop,GBA,GBA,2001,Puzzle,Sega,84,14,,,Sonic Team,E
0,Marriage Royale: Prism Story,PSP,PSP,2010,Adventure,ASCII Media Works,,,,,,
0,Kamiwaza,PS2,PS2,2006,Action,Acquire,,,,,,
0,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,WiiU,2013,Shooter,Activision,,,6.2,18,Behaviour Interactive,E10+
0,Arcana Heart 3,X360,X360,2011,Fighting,PQube,68,13,,,Examu,T
0,Rave Master,GC,GC,2002,Fighting,Konami Digital Entertainment,60,15,6.3,4,Konami,T
0,Bejeweled Twist,PC,PC,2008,Puzzle,PopCap Games,78,12,7.3,11,PopCap,E
0,Kinnikuman Muscle Grand Prix Max,PS2,PS2,2006,Fighting,Konami Digital Entertainment,,,,,,
0,Suzuki Super-Bikes II: Riding Challenge,DS,DS,2008,Racing,Valcon Games,,,,,Kuju Entertainment,E
0,GRID,DS,DS,,Racing,Codemasters,79,19,8.1,15,Firebrand Games,E
0,Steins;Gate 0,PS4,PS4,2015,Adventure,PQube,81,17,8.3,29,5pb,M
0,Ivy the Kiwi?,DS,DS,2010,Puzzle,Rising Star Games,69,20,6.3,4,Prope,E
0,Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,GBA,2003,Action,TDK Mediactive,,,,,,
0,Medal of Honor: European Assault (weekly JP sales),PS2,PS2,2005,Shooter,Electronic Arts,,,,,,
0,Hail to the Chimp,PS3,PS3,2008,Misc,Gamecock,51,19,4.5,4,Wideload Games Inc.,T
0,Alias,XB,XB,2004,Action,Acclaim Entertainment,64,37,6.0,4,Acclaim Studios Cheltenham,T
0,Super Robot Taisen Neo,Wii,Wii,2009,Strategy,Namco Bandai Games,,,,,,
0,ESPN International Winter Sports 2002,GC,GC,2002,Sports,Konami Digital Entertainment,62,6,,,KCEO,E
0,Dual Heroes,N64,N64,1997,Fighting,Hudson Soft,,,,,,
0,Fighter Destiny 2,N64,N64,1999,Fighting,Imagineer,,,,,,
0,Hercules: The Legendary Journeys,N64,N64,2000,Role-Playing,Titus,,,,,,
0,Chameleon Twist 2,N64,N64,1998,Platform,Infogrames,,,,,,
0,OutRun 2006: Coast 2 Coast,PS2,PS2,2006,Racing,Sega,81,42,8.8,17,Sumo Digital,E
0,Blues Brothers 2000,N64,N64,2000,Platform,Virgin Interactive,,,,,,
0,Metal Max 2 Reloaded,DS,DS,2011,Role-Playing,Unknown,,,,,,
0,Jewel Master: Cradle of Persia,DS,DS,2012,Puzzle,Rising Star Games,,,,,Rising Star Games,E
0,All Star Tennis 99,N64,N64,1999,Sports,Ubisoft,,,,,,
0,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,DS,2007,Misc,Spike,,,,,,
0,Winning Post World,PS3,PS3,2009,Sports,Tecmo Koei,,,,,,
0,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,PS2,2007,Misc,Irem Software Engineering,,,,,,
0,Arx Fatalis,XB,XB,2003,Role-Playing,Mindscape,71,31,8.2,6,Arkane Studios,M
0,Mega Minis Volume 3,PSP,PSP,2011,Misc,Sony Computer Entertainment,,,,,,
0,Slam Dunk SD Heat Up!!,SNES,SNES,1995,Sports,Namco Bandai Games,,,,,,
0,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,DS,2010,Adventure,O-Games,,,,,,
0,Dead in the Water,PS,PS,1999,Action,ASC Games,,,,,,
0,Winning Post 7 2013,PS3,PS3,2013,Sports,Tecmo Koei,,,,,,
0,Ride,PS3,PS3,2015,Racing,Milestone S.r.l.,,,4.8,4,Milestone S.r.l,
0,Detective Conan: Prelude from the Past,DS,DS,2012,Action,Namco Bandai Games,,,,,,
0,Dr. Seuss: Green Eggs and Ham,GBA,GBA,2003,Action,NewKidCo,,,9.0,21,Handheld Games,E
0,Zumba Fitness Core,X360,X360,2012,Misc,505 Games,77,6,6.7,6,Zoe Mode,E10+
0,Atelier Rorona: Alchemist of Arland,PSV,PSV,2013,Role-Playing,Nippon Ichi Software,,,,,,
0,Guilty Gear Dust Strikers,DS,DS,2006,Fighting,Majesco Entertainment,60,25,5.8,9,Arc System Works,T
0,Dark Summit,GC,GC,2002,Sports,THQ,68,16,4.5,4,Radical Entertainment,T
0,Orcs & Elves,DS,DS,2007,Role-Playing,Electronic Arts,,,,,,
0,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,DS,2010,Adventure,Namco Bandai Games,,,,,,
0,Turbo Turtle Adventure,GBA,GBA,2002,Puzzle,Majesco Entertainment,70,8,,,Iridon Interactive AB,E
0,Sengoku Basara 4: Sumeragi,PS4,PS4,2015,Action,Capcom,,,,,,
0,TrackMania Turbo: Build to Race,DS,DS,2010,Racing,Ubisoft,,,,,,
0,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,PSP,2006,Adventure,Namco Bandai Games,,,,,,
0,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,SNES,1994,Misc,Vap,,,,,,
0,Kamen Rider: Battride War Genesis,PSV,PSV,2016,Action,Namco Bandai Games,,,,,,
0,Corpse Party: Blood Covered - Repeated Fear,PSP,PSP,2010,Adventure,5pb,,,,,,
0,Star Wars: Republic Commando,PC,PC,2005,Shooter,LucasArts,78,34,8.7,279,LucasArts,T
0,Kart Racer,Wii,Wii,2009,Racing,Nordic Games,,,,,Nordic Games Publishing,E
0,Chronicles of the Sword,PS,PS,1996,Adventure,Psygnosis,,,,,,
0,The Lost Vikings,GBA,GBA,2003,Puzzle,Activision,75,16,9.1,15,Mass Media,E
0,Keiba Eight Special,SNES,SNES,1993,Sports,Misawa,,,,,,
0,Harukanaru Toki no Naka de 3,PS2,PS2,2004,Adventure,Tecmo Koei,,,,,,
0,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,GC,2005,Platform,Global Star,58,6,,,High Voltage Software,E10+
0,Sherlock Holmes: Crimes & Punishments,PC,PC,2014,Adventure,Focus Home Interactive,,,,,,
0,Reel Fishing: The Great Outdoors,PSP,PSP,2006,Sports,Natsume,,,,,Natsume,E
0,Guild 01,3DS,3DS,2012,Action,Level 5,,,,,,
0,Tour de France 2011,X360,X360,,Racing,Focus Home Interactive,46,7,7.6,5,Cyanide,
0,Durarara!! 3-way Standoff,PSP,PSP,2010,Adventure,ASCII Media Works,,,,,,
0,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,GBA,2005,Action,Zoo Digital Publishing,73,6,,,Krome Studios,E10+
0,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,PS2,2006,Adventure,Konami Digital Entertainment,,,,,,
0,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,PSP,2010,Role-Playing,Spike,,,,,,
0,Hokuto no Ken,PS2,PS2,2007,Fighting,Sega,,,,,,
0,Plants vs. Zombies,PC,PC,2009,Strategy,PopCap Games,87,41,8.9,891,PopCap,E10+
0,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,DS,2006,Misc,Konami Digital Entertainment,,,,,,
0,Secret Files: Tunguska,DS,DS,2008,Adventure,Deep Silver,71,6,7.6,5,"10tacle Studios, Fusionsphere Systems",T
0,George of the Jungle and the Search for the Secret,DS,DS,2008,Platform,Ignition Entertainment,44,4,,,Crave,E
0,Stretch Panic,PS2,PS2,2001,Platform,Midas Interactive Entertainment,65,14,7.8,4,Treasure,T
0,Hotel for Dogs,Wii,Wii,2009,Simulation,505 Games,,,,,505 Games,E
0,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,PC,2007,Simulation,Microsoft Game Studios,,,,,,
0,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,3DS,2013,Role-Playing,Square Enix,,,,,,
0,Blazing Souls: Accelate,PSP,PSP,2009,Role-Playing,Idea Factory,,,7.8,17,"Neverland, Idea Factory",T
0,PQ2: Practical Intelligence Quotient,PSP,PSP,2006,Puzzle,D3Publisher,74,19,7.8,6,Now Production,E
0,Baku Baku,SAT,SAT,1995,Puzzle,Sega,,,,,,
0,Sword Art Online: Game Director's Edition,PS4,PS4,2015,Role-Playing,Namco Bandai Games,,,,,,
0,SD Gundam: Over Galaxian,PS,PS,1996,Shooter,Namco Bandai Games,,,,,,
0,Metroid Prime: Federation Force,3DS,3DS,2016,Action,Nintendo,64,56,5.1,219,"Next Level Games, Nintendo",T
0,Rogue Ops,GC,GC,2003,Action,Kemco,65,21,,,Bits Studios,M
0,Smart Kid's Party Fun Pak,DS,DS,2008,Misc,UFO Interactive,,,,,,
0,Dream Salon,Wii,Wii,2009,Misc,Zoo Games,,,,,Zoo Games,E
0,BeatMania IIDX 3rd Style,PS2,PS2,2000,Simulation,Konami Digital Entertainment,,,,,,
0,Natural Doctrine,PS3,PS3,2014,Role-Playing,Nippon Ichi Software,,,8.1,17,Kadokawa,M
0,DiRT 2,PC,PC,2009,Racing,Codemasters,89,22,8.2,352,Codemasters,T
0,Payday 2,PC,PC,2013,Shooter,505 Games,79,51,3.4,3558,Overkill Software,M
0,Hummer Badlands,PS2,PS2,2006,Racing,Global Star,48,4,,,Eutechnyx,E
0,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,PS2,2001,Platform,DreamCatcher Interactive,64,5,7.4,5,EKO Software,E
0,Ghostbusters (2016),XOne,XOne,2016,Action,Activision,,,,,,
0,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,PS2,2007,Adventure,505 Games,,,,,,
0,Furu Furu Park,Wii,Wii,2007,Misc,Taito,43,16,4.8,5,"Taito Corporation, 505 Games",E10+
0,Hatsune Miku: Project Diva X,PS4,PS4,2016,Misc,Sega,78,22,7.4,41,Sega,T
0,Alter Echo,XB,XB,2003,Shooter,THQ,62,24,,,Outrage Games,T
0,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,DS,2008,Misc,Benesse,,,,,,
0,BeatMania IIDX 4th Style: New Songs Collection,PS2,PS2,2001,Simulation,Konami Digital Entertainment,,,,,,
0,G1 Grand Prix,3DS,3DS,2012,Action,Genki,,,,,,
0,Resident Evil 4 HD,PS4,PS4,2016,Shooter,Capcom,,,,,,
0,Impossible Mission,PSP,PSP,2007,Platform,System 3 Arcade Software,,,,,,
0,Around the World in 80 Days,GBA,GBA,2004,Action,Hip Interactive,40,9,,,Saffire,E
0,Houkago Shounen,DS,DS,2008,Misc,Konami Digital Entertainment,,,,,,
0,Fishdom,DS,DS,2011,Puzzle,Atari,,,,,Playrix Entertainment,E
0,Classic Dungeon X2,PSP,PSP,2011,Role-Playing,Nippon Ichi Software,,,,,,
0,Whirl Tour,GC,GC,2002,Sports,Vivendi Games,61,10,9.0,4,Papaya Studios,E
0,Pinball Tycoon,GBA,GBA,2002,Misc,Ignition Entertainment,,,,,Ignition Entertainment,E
0,Grand Ages: Medieval,PC,PC,2015,Strategy,Kalypso Media,63,11,5.4,52,Gaming Minds Studios,T
0,Major League Baseball 2K11,PS2,PS2,2011,Sports,Take-Two Interactive,,,,,Visual Concepts,E
0,Cartoon Network Block Party,GBA,GBA,2004,Misc,Majesco Entertainment,52,4,,,One Man Band,E
0,Power Spike Pro Beach Volleyball,PS,PS,2000,Sports,Infogrames,48,10,,,Carapace,E
0,White Album: Tsuzurareru Fuyu no Omoide,PS3,PS3,2010,Adventure,Aqua Plus,,,,,,
0,Harukanaru Toki no Naka de: Yumenoukihashi,DS,DS,2008,Adventure,Tecmo Koei,,,,,,
0,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,PS,1998,Misc,Gainax Network Systems,,,,,,
0,SD Gundam: Scad Hammers,Wii,Wii,2006,Strategy,Namco Bandai Games,,,,,,
0,Spitfire Heroes: Tales of the Royal Air Force,DS,DS,2008,Simulation,Destineer,49,10,,,Big John Games,E10+
0,Super Bust-A-Move,GBA,GBA,2001,Puzzle,Ubisoft,77,9,,,Taito Corporation,E
0,Saints Row: Gat out of Hell,PS4,PS4,2015,Action,Deep Silver,64,45,5.7,98,Volition Inc.,M
0,ZooCube,GBA,GBA,2002,Puzzle,Acclaim Entertainment,71,11,,,PuzzleKings,E
0,Stunt GP,PS2,PS2,2001,Racing,Titus,49,8,8.1,9,Team 17,E
0,D.Gray-man: Kami no Shitotachi,DS,DS,2007,Adventure,Konami Digital Entertainment,,,,,,
0,Strikers 1945,SAT,SAT,1996,Shooter,Atlus,,,,,,
0,NBA 2K,DC,DC,1999,Sports,Sega,,,,,,
0,Super Jinsei Game 2,SNES,SNES,1995,Misc,Takara,,,,,,
0,World Series of Poker,GC,GC,2005,Misc,Activision Value,44,5,,,Activision,E10+
0,Jikkyou Oshaberi Parodius,SNES,SNES,1995,Shooter,Konami Digital Entertainment,,,,,,
0,Plants vs. Zombies: Garden Warfare 2,PC,PC,2016,Shooter,Electronic Arts,82,6,7.5,44,PopCap,E10+
0,J-League Winning Eleven 2010: Club Championship,PS2,PS2,2010,Sports,Konami Digital Entertainment,,,,,,
0,Johnny Bazookatone,PS,PS,1995,Platform,U.S. Gold,,,,,,
0,Reign of Fire,GBA,GBA,2002,Shooter,BAM! Entertainment,61,9,,,Crawfish Interactive,T
0,Koihime Musou,PS2,PS2,2008,Adventure,Yeti,,,,,,
0,Nicktoons: Attack of the Toybots,DS,DS,2007,Platform,THQ,54,4,,,Natsume,E
0,Singularity,PC,PC,2010,Shooter,Mastertronic,76,36,7.7,326,Raven Software,M
0,NASCAR Heat Evolution,PS4,PS4,2016,Racing,Dusenberry Martin Racing,66,8,3.8,18,Dusenberry Martin Racing,E
0,Cartoon Network Racing,DS,DS,2006,Action,Game Factory,55,13,,,Firebrand Games,E
0,Ms Saga: A New Dawn,PS2,PS2,2005,Role-Playing,Namco Bandai Games,65,27,8.6,15,Bandai,E10+
0,Kekkon Zenya,SAT,SAT,1995,Adventure,Shogakukan,,,,,,
0,Child of Light,PS4,PS4,2014,Role-Playing,Ubisoft,82,46,8.0,451,Ubisoft Montreal,E10+
0,Finny the Fish & the Seven Waters,PS2,PS2,2004,Sports,Sony Computer Entertainment,,,,,,
0,The Grim Adventures of Billy & Mandy,Wii,Wii,2006,Action,Midway Games,,,,,,
0,Barnyard,GBA,GBA,2006,Action,THQ,56,8,,,Halfbrick Studios,E
0,Next Generation of Chaos,PS2,PS2,2002,Role-Playing,Idea Factory,,,,,,
0,GrimGrimoire,PS2,PS2,2007,Strategy,Tecmo Koei,79,39,7.9,17,Vanilla Ware,E10+
0,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,DS,2008,Misc,Takara Tomy,,,,,,
0,Rock of the Dead,PS3,PS3,2010,Shooter,Conspiracy Entertainment,45,7,,,Epicenter Studios,T
0,TNA iMPACT: Cross the Line,DS,DS,2010,Fighting,SouthPeak Games,,,,,Point of View,T
0,Deadliest Catch: Alaskan Storm,X360,X360,2008,Sports,Navarre Corp,56,14,5.9,15,Liquid Dragon Studios,T
0,Golden Axe: The Duel,SAT,SAT,1994,Fighting,Sega,,,,,,
0,J-League '96 Dream Stadium,SNES,SNES,1996,Sports,Hudson Soft,,,,,,
0,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,DC,2001,Fighting,Capcom,,,,,,
0,Crime Life: Gang Wars,XB,XB,2005,Action,Konami Digital Entertainment,30,19,3.4,9,Hothouse Creations,M
0,Tokimeki Memorial: Girls Side 1st Love,DS,DS,2007,Adventure,Konami Digital Entertainment,,,,,,
0,Rugby 2005,XB,XB,2005,Sports,Electronic Arts,75,20,7.7,11,HB Studios Multimedia,E
0,"Warhammer 40,000: Dawn of War",PC,PC,2004,Strategy,THQ,86,51,8.8,295,Relic,M
0,Taito Legends,XB,XB,2005,Misc,Empire Interactive,74,16,,,Empire Oxford,T
0,Rock 'N Roll Racing,GBA,GBA,2003,Racing,Activision,80,12,9.4,5,Mass Media,E
0,Reader Rabbit 2nd Grade,Wii,Wii,,Misc,Unknown,,,,,Graffiti Entertainment,E
0,Silhouette Mirage,PS,PS,1998,Platform,ESP,69,8,7.5,4,Treasure,E
0,Dynasty Warriors Vol. 2,PSP,PSP,2006,Action,Tecmo Koei,57,28,8.1,8,Omega Force,T
0,Freelancer,PC,PC,2003,Simulation,Microsoft Game Studios,85,39,9.0,185,Digital Anvil,T
0,Treasure Report: Kikai Jikake no Isan,DS,DS,2011,Adventure,Namco Bandai Games,,,,,,
0,Growlanser VI: Precarious World,PS2,PS2,2007,Role-Playing,Atlus,,,,,,
0,Block Kuzushi,SNES,SNES,1995,Puzzle,Pow,,,,,,
0,LEGO Indiana Jones 2: The Adventure Continues,PC,PC,2009,Action,Activision,66,13,8.0,19,Traveller's Tales,E10+
0,American Bass Challenge,GBA,GBA,2001,Sports,Starfish,69,5,,,Starfish,E
0,American Chopper 2: Full Throttle,GC,GC,2005,Racing,Activision,54,4,,,Creat Studios,T
0,Ultimate Ghosts 'n Goblins (JP sales),PSP,PSP,2006,Platform,Capcom,,,,,,
0,Rugby 06,PS2,PS2,2006,Sports,Electronic Arts,70,6,7.8,27,EA Canada,E
0,Fatal Frame II: Crimson Butterfly Director's Cut,XB,XB,2004,Action,Microsoft Game Studios,84,37,8.3,16,Tecmo,M
0,2002 FIFA World Cup,GC,GC,2002,Sports,Electronic Arts,78,9,7.7,6,EA Sports,E
0,The Lord of the Rings: The Battle for Middle-Earth II,X360,X360,2006,Strategy,Electronic Arts,79,50,7.5,83,EA LA,T
0,LEGO The Hobbit,PC,PC,2014,Action,Warner Bros. Interactive Entertainment,68,6,,,TT Games,E10+
0,Need for Speed Carbon,PC,PC,2006,Racing,Electronic Arts,78,17,7.2,249,Black Box,E10+
0,Colin McRae Rally 2005,XB,XB,2004,Racing,Codemasters,83,35,7.5,6,Codemasters,E
0,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,PSP,2011,Role-Playing,Namco Bandai Games,,,,,,
0,Zoop,PS,PS,1995,Puzzle,MediaQuest,,,,,,
0,Saiyuki: Journey West,PS,PS,1999,Strategy,Tecmo Koei,73,9,7.1,9,Koei,E
0,Powerful Golf,DS,DS,2011,Sports,Konami Digital Entertainment,,,,,,
0,Rock Band Country Track Pack 2,X360,X360,2011,Misc,MTV Games,,,,,Electronic Arts,E10+
0,Detective Conan: Marionette Symphony,3DS,3DS,2013,Adventure,Namco Bandai Games,,,,,,
0,Utawarerumono: Itsuwari no Kamen,PS3,PS3,2015,Adventure,Aqua Plus,,,,,,
0,American Chopper 2: Full Throttle,XB,XB,2005,Racing,Zoo Digital Publishing,,,,,Creat Studios,T
0,Amnesia Crowd,PSP,PSP,2013,Misc,Idea Factory,,,,,,
0,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,PS2,2008,Misc,Hackberry,,,,,,
0,Monster Hunter Frontier Online,PS3,PS3,,Role-Playing,N/A,,,,,,
0,MTX Mototrax,PSP,PSP,2006,Racing,Activision,67,8,,,Left Field Productions,E
0,VR Soccer '96,PS,PS,1996,Sports,Gremlin Interactive Ltd,,,,,,
0,Ribbit King,GC,GC,2003,Sports,Atari,60,11,,,Bandai,E
0,Diabolik Lovers,PSP,PSP,2012,Adventure,Idea Factory,,,,,,
0,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,DS,2008,Action,Konami Digital Entertainment,,,,,,
0,Summoner: A Goddess Reborn,GC,GC,2003,Role-Playing,THQ,72,19,,,Cranky Pants Games,T
